Mod:Item:MetaData, Localized Name
BiblioWoodsBoP:BiblioWoodClock:6, Jacaranda Clock
BiblioWoodsBoP:BiblioWoodClock:7, Magic Clock
BiblioWoodsBoP:BiblioWoodClock:8, Mangrove Clock
BiblioWoodsBoP:BiblioWoodClock:9, Palm Clock
BiblioWoodsBoP:BiblioWoodClock:10, Pine Clock
BiblioWoodsBoP:BiblioWoodClock:11, Redwood Clock
BiblioWoodsBoP:BiblioWoodClock:12, Willow Clock
BiblioWoodsBoP:BiblioWoodClock:13, Mahogany Clock
BiblioWoodsBoP:BiblioWoodPaintingT0:0, Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:1, Cherry Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:2, Dark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:3, Fir Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:4, HellBark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:5, Ethereal Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:6, Jacaranda Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:7, Magic Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:8, Mangrove Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:9, Palm Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:10, Pine Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:11, Redwood Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:12, Willow Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT0:13, Mahogany Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:0, Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:1, Cherry Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:2, Dark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:3, Fir Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:4, HellBark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:5, Ethereal Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:6, Jacaranda Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:7, Magic Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:8, Mangrove Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:9, Palm Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:10, Pine Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:11, Redwood Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:12, Willow Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT1:13, Mahogany Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:0, Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:1, Cherry Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:2, Dark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:3, Fir Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:4, HellBark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:5, Ethereal Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:6, Jacaranda Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:7, Magic Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:8, Mangrove Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:9, Palm Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:10, Pine Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:11, Redwood Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:12, Willow Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT2:13, Mahogany Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:0, Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:1, Cherry Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:2, Dark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:3, Fir Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:4, HellBark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:5, Ethereal Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:6, Jacaranda Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:7, Magic Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:8, Mangrove Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:9, Palm Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:10, Pine Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:11, Redwood Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:12, Willow Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT3:13, Mahogany Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:0, Sacred Oak Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:1, Cherry Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:2, Dark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:3, Fir Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:4, HellBark Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:5, Ethereal Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:6, Jacaranda Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:7, Magic Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:8, Mangrove Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:9, Palm Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:10, Pine Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:11, Redwood Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:12, Willow Painting Frame
BiblioWoodsBoP:BiblioWoodPaintingT4:13, Mahogany Painting Frame
BigReactors:YelloriteOre:0, Yellorite Ore
BigReactors:BRMetalBlock:0, Yellorium Block
BigReactors:BRMetalBlock:1, Cyanite Block
BigReactors:BRMetalBlock:2, Graphite Block
BigReactors:BRMetalBlock:3, Blutonium Block
BigReactors:BRMetalBlock:4, Ludicrite Block
BigReactors:YelloriumFuelRod, Yellorium Fuel Rod
BigReactors:BRReactorPart:0, Reactor Casing
BigReactors:BRReactorPart:1, Reactor Controller
BigReactors:BRReactorPart:2, Reactor Control Rod
BigReactors:BRReactorPart:3, Reactor Power Tap
BigReactors:BRReactorPart:4, Reactor Access Port
BigReactors:BRReactorPart:5, Reactor Coolant Port
BigReactors:BRReactorPart:6, Reactor RedNet Port
BigReactors:BRReactorPart:7, Reactor Computer Port
BigReactors:BRMultiblockGlass:0, Reactor Glass
BigReactors:BRMultiblockGlass:1, Turbine Glass
BigReactors:BRReactorRedstonePort, Reactor Redstone Port
BigReactors:BRTurbinePart:0, Turbine Housing
BigReactors:BRTurbinePart:1, Turbine Controller
BigReactors:BRTurbinePart:2, Turbine Power Port
BigReactors:BRTurbinePart:3, Turbine Fluid Port
BigReactors:BRTurbinePart:4, Turbine Rotor Bearing
BigReactors:BRTurbinePart:5, Turbine Computer Port
BigReactors:BRTurbineRotorPart:0, Turbine Rotor Shaft
BigReactors:BRTurbineRotorPart:1, Turbine Rotor Blade
BigReactors:BRDevice:0, Cyanite Reprocesssor
BigReactors:tile.fluid.yellorium.still, Fluid Yellorium
BigReactors:tile.fluid.cyanite.still, Fluid Cyanite
BigReactors:BRMultiblockCreativePart:0, Reactor Creative Coolant Port
BigReactors:BRMultiblockCreativePart:1, Turbine Creative Steam Generator
Botania:flower:0, Mystical White Flower
Botania:flower:1, Mystical Orange Flower
Botania:flower:2, Mystical Magenta Flower
Botania:flower:3, Mystical Light Blue Flower
Botania:flower:4, Mystical Yellow Flower
Botania:flower:5, Mystical Lime Flower
Botania:flower:6, Mystical Pink Flower
Botania:flower:7, Mystical Gray Flower
Botania:flower:8, Mystical Light Gray Flower
Botania:flower:9, Mystical Cyan Flower
Botania:flower:10, Mystical Purple Flower
Botania:flower:11, Mystical Blue Flower
Botania:flower:12, Mystical Brown Flower
Botania:flower:13, Mystical Green Flower
Botania:flower:14, Mystical Red Flower
Botania:flower:15, Mystical Black Flower
Botania:altar:0, Petal Apothecary
Botania:altar:1, Forest Petal Apothecary
Botania:altar:2, Plains Petal Apothecary
Botania:altar:3, Mountain Petal Apothecary
Botania:altar:4, Fungal Petal Apothecary
Botania:altar:5, Swamp Petal Apothecary
Botania:altar:6, Desert Petal Apothecary
Botania:altar:7, Taiga Petal Apothecary
Botania:altar:8, Mesa Petal Apothecary
Botania:livingrock:0, Livingrock
Botania:livingrock:1, Livingrock Brick
Botania:livingrock:2, Mossy Livingrock Brick
Botania:livingrock:3, Cracked Livingrock Brick
Botania:livingrock:4, Chiseled Livingrock Brick
Botania:livingwood:0, Livingwood
Botania:livingwood:1, Livingwood Planks
Botania:livingwood:2, Mossy Livingwood Planks
Botania:livingwood:3, Framed Livingwood
Botania:livingwood:4, Pattern Framed Livingwood
Botania:livingwood:5, Glimmering Livingwood
Botania:specialFlower, tile.specialFlower.name
Botania:spreader:0, Mana Spreader
Botania:spreader:1, Pulse Mana Spreader
Botania:spreader:2, Elven Mana Spreader
Botania:spreader:3, Gaia Mana Spreader
Botania:pool:0, Mana Pool
Botania:pool:2, Diluted Mana Pool
Botania:pool:3, Fabulous Mana Pool
Botania:pool:1, The Everlasting Guilty Pool
Botania:runeAltar, tile.runeAltar.name
Botania:unstableBlock:0, White Unstable Cube
Botania:unstableBlock:1, Orange Unstable Cube
Botania:unstableBlock:2, Magenta Unstable Cube
Botania:unstableBlock:3, Light Blue Unstable Cube
Botania:unstableBlock:4, Yellow Unstable Cube
Botania:unstableBlock:5, Lime Unstable Cube
Botania:unstableBlock:6, Pink Unstable Cube
Botania:unstableBlock:7, Gray Unstable Cube
Botania:unstableBlock:8, Light Gray Unstable Cube
Botania:unstableBlock:9, Cyan Unstable Cube
Botania:unstableBlock:10, Purple Unstable Cube
Botania:unstableBlock:11, Blue Unstable Cube
Botania:unstableBlock:12, Brown Unstable Cube
Botania:unstableBlock:13, Green Unstable Cube
Botania:unstableBlock:14, Red Unstable Cube
Botania:unstableBlock:15, Black Unstable Cube
Botania:pylon:0, Mana Pylon
Botania:pylon:1, Natura Pylon
Botania:pylon:2, Gaia Pylon
Botania:pistonRelay, tile.pistonRelay.name
Botania:distributor, Oxygen Bubble Distributor
Botania:manaBeacon:0, White Unstable Beacon
Botania:manaBeacon:1, Orange Unstable Beacon
Botania:manaBeacon:2, Magenta Unstable Beacon
Botania:manaBeacon:3, Light Blue Unstable Beacon
Botania:manaBeacon:4, Yellow Unstable Beacon
Botania:manaBeacon:5, Lime Unstable Beacon
Botania:manaBeacon:6, Pink Unstable Beacon
Botania:manaBeacon:7, Gray Unstable Beacon
Botania:manaBeacon:8, Light Gray Unstable Beacon
Botania:manaBeacon:9, Cyan Unstable Beacon
Botania:manaBeacon:10, Purple Unstable Beacon
Botania:manaBeacon:11, Blue Unstable Beacon
Botania:manaBeacon:12, Brown Unstable Beacon
Botania:manaBeacon:13, Green Unstable Beacon
Botania:manaBeacon:14, Red Unstable Beacon
Botania:manaBeacon:15, Black Unstable Beacon
Botania:manaVoid, tile.manaVoid.name
Botania:manaDetector, tile.manaDetector.name
Botania:enchanter, Osmotic Enchanter
Botania:turntable, tile.turntable.name
Botania:tinyPlanetBlock, tile.tinyPlanetBlock.name
Botania:alchemyCatalyst, tile.alchemyCatalyst.name
Botania:openCrate:0, Open Crate
Botania:openCrate:1, Crafty Crate
Botania:forestEye, tile.forestEye.name
Botania:storage:0, Block of Manasteel
Botania:storage:1, Block of Terrasteel
Botania:storage:2, Block of Elementium
Botania:storage:3, Block of Mana Diamond
Botania:storage:4, Block of Dragonstone
Botania:forestDrum:0, Drum of the Wild
Botania:forestDrum:1, Drum of the Gathering
Botania:forestDrum:2, Drum of the Canopy
Botania:shinyFlower:0, Glimmering White Flower
Botania:shinyFlower:1, Glimmering Orange Flower
Botania:shinyFlower:2, Glimmering Magenta Flower
Botania:shinyFlower:3, Glimmering Light Blue Flower
Botania:shinyFlower:4, Glimmering Yellow Flower
Botania:shinyFlower:5, Glimmering Lime Flower
Botania:shinyFlower:6, Glimmering Pink Flower
Botania:shinyFlower:7, Glimmering Gray Flower
Botania:shinyFlower:8, Glimmering Light Gray Flower
Botania:shinyFlower:9, Glimmering Cyan Flower
Botania:shinyFlower:10, Glimmering Purple Flower
Botania:shinyFlower:11, Glimmering Blue Flower
Botania:shinyFlower:12, Glimmering Brown Flower
Botania:shinyFlower:13, Glimmering Green Flower
Botania:shinyFlower:14, Glimmering Red Flower
Botania:shinyFlower:15, Glimmering Black Flower
Botania:platform:0, Abstruse Platform
Botania:platform:1, Spectral Platform
Botania:platform:2, Infrangible Platform
Botania:alfheimPortal, tile.alfheimPortal.name
Botania:dreamwood:0, Dreamwood
Botania:dreamwood:1, Dreamwood Planks
Botania:dreamwood:2, Mossy Dreamwood Planks
Botania:dreamwood:3, Framed Dreamwood
Botania:dreamwood:4, Pattern Framed Dreamwood
Botania:dreamwood:5, Glimmering Dreamwood
Botania:conjurationCatalyst, tile.conjurationCatalyst.name
Botania:bifrost, tile.bifrost.name
Botania:solidVine, tile.solidVine.name
Botania:buriedPetals:0, Buried White Petal
Botania:buriedPetals:1, Buried Orange Petal
Botania:buriedPetals:2, Buried Magenta Petal
Botania:buriedPetals:3, Buried Light Blue Petal
Botania:buriedPetals:4, Buried Yellow Petal
Botania:buriedPetals:5, Buried Lime Petal
Botania:buriedPetals:6, Buried Pink Petal
Botania:buriedPetals:7, Buried Gray Petal
Botania:buriedPetals:8, Buried Light Gray Petal
Botania:buriedPetals:9, Buried Cyan Petal
Botania:buriedPetals:10, Buried Purple Petal
Botania:buriedPetals:11, Buried Blue Petal
Botania:buriedPetals:12, Buried Brown Petal
Botania:buriedPetals:13, Buried Green Petal
Botania:buriedPetals:14, Buried Red Petal
Botania:buriedPetals:15, Buried Black Petal
Botania:prismarine:0, Prismarine
Botania:prismarine:1, Prismarine Bricks
Botania:prismarine:2, Dark Prismarine
Botania:seaLamp, tile.seaLamp.name
Botania:miniIsland:0, Floating White Flower
Botania:miniIsland:1, Floating Orange Flower
Botania:miniIsland:2, Floating Magenta Flower
Botania:miniIsland:3, Floating Light Blue Flower
Botania:miniIsland:4, Floating Yellow Flower
Botania:miniIsland:5, Floating Lime Flower
Botania:miniIsland:6, Floating Pink Flower
Botania:miniIsland:7, Floating Gray Flower
Botania:miniIsland:8, Floating Light Gray Flower
Botania:miniIsland:9, Floating Cyan Flower
Botania:miniIsland:10, Floating Purple Flower
Botania:miniIsland:11, Floating Blue Flower
Botania:miniIsland:12, Floating Brown Flower
Botania:miniIsland:13, Floating Green Flower
Botania:miniIsland:14, Floating Red Flower
Botania:miniIsland:15, Floating Black Flower
Botania:tinyPotato, tile.tinyPotato.name
Botania:spawnerClaw, tile.spawnerClaw.name
Botania:reedBlock, tile.reedBlock.name
Botania:thatch, tile.thatch.name
Botania:customBrick:0, Hellish Brick
Botania:customBrick:1, Soul Brick
Botania:customBrick:2, Frosty Brick
Botania:customBrick:3, Roof Tile
Botania:customBrick:4, Azulejo
Botania:customBrick:5, Azulejo
Botania:customBrick:6, Azulejo
Botania:customBrick:7, Azulejo
Botania:customBrick:8, Azulejo
Botania:customBrick:9, Azulejo
Botania:customBrick:10, Azulejo
Botania:customBrick:11, Azulejo
Botania:customBrick:12, Azulejo
Botania:customBrick:13, Azulejo
Botania:customBrick:14, Azulejo
Botania:customBrick:15, Azulejo
Botania:enderEyeBlock, tile.enderEyeBlock.name
Botania:starfield, tile.starfield.name
Botania:rfGenerator, tile.rfGenerator.name
Botania:elfGlass, tile.elfGlass.name
Botania:brewery, tile.brewery.name
Botania:manaGlass, tile.manaGlass.name
Botania:terraPlate, tile.terraPlate.name
Botania:redStringContainer, tile.redStringContainer.name
Botania:redStringDispenser, tile.redStringDispenser.name
Botania:redStringFertilizer, tile.redStringFertilizer.name
Botania:redStringComparator, tile.redStringComparator.name
Botania:redStringRelay, tile.redStringRelay.name
Botania:floatingSpecialFlower, tile.floatingSpecialFlower.name
Botania:manaFlame, tile.manaFlame.name
Botania:prism, tile.prism.name
Botania:dirtPath, tile.dirtPath.name
Botania:enchantedSoil, tile.enchantedSoil.name
Botania:petalBlock:0, White Petal Block
Botania:petalBlock:1, Orange Petal Block
Botania:petalBlock:2, Magenta Petal Block
Botania:petalBlock:3, Light Blue Petal Block
Botania:petalBlock:4, Yellow Petal Block
Botania:petalBlock:5, Lime Petal Block
Botania:petalBlock:6, Pink Petal Block
Botania:petalBlock:7, Gray Petal Block
Botania:petalBlock:8, Light Gray Petal Block
Botania:petalBlock:9, Cyan Petal Block
Botania:petalBlock:10, Purple Petal Block
Botania:petalBlock:11, Blue Petal Block
Botania:petalBlock:12, Brown Petal Block
Botania:petalBlock:13, Green Petal Block
Botania:petalBlock:14, Red Petal Block
Botania:petalBlock:15, Black Petal Block
Botania:corporeaIndex, tile.corporeaIndex.name
Botania:corporeaFunnel, tile.corporeaFunnel.name
Botania:endStoneBrick:0, End Stone Bricks
Botania:endStoneBrick:1, Chiseled End Stone Brick
Botania:endStoneBrick:2, Ender Bricks
Botania:endStoneBrick:3, Pillar Ender Bricks
Botania:mushroom:0, White Shimmering Mushroom
Botania:mushroom:1, Orange Shimmering Mushroom
Botania:mushroom:2, Magenta Shimmering Mushroom
Botania:mushroom:3, Light Blue Shimmering Mushroom
Botania:mushroom:4, Yellow Shimmering Mushroom
Botania:mushroom:5, Lime Shimmering Mushroom
Botania:mushroom:6, Pink Shimmering Mushroom
Botania:mushroom:7, Gray Shimmering Mushroom
Botania:mushroom:8, Light Gray Shimmering Mushroom
Botania:mushroom:9, Cyan Shimmering Mushroom
Botania:mushroom:10, Purple Shimmering Mushroom
Botania:mushroom:11, Blue Shimmering Mushroom
Botania:mushroom:12, Brown Shimmering Mushroom
Botania:mushroom:13, Green Shimmering Mushroom
Botania:mushroom:14, Red Shimmering Mushroom
Botania:mushroom:15, Black Shimmering Mushroom
Botania:pump, tile.pump.name
Botania:doubleFlower1:0, Tall Mystical White Flower
Botania:doubleFlower1:1, Tall Mystical Orange Flower
Botania:doubleFlower1:2, Tall Mystical Magenta Flower
Botania:doubleFlower1:3, Tall Mystical Light Blue Flower
Botania:doubleFlower1:4, Tall Mystical Yellow Flower
Botania:doubleFlower1:5, Tall Mystical Lime Flower
Botania:doubleFlower1:6, Tall Mystical Pink Flower
Botania:doubleFlower1:7, Tall Mystical Gray Flower
Botania:doubleFlower2:0, Tall Mystical Light Gray Flower
Botania:doubleFlower2:1, Tall Mystical Cyan Flower
Botania:doubleFlower2:2, Tall Mystical Purple Flower
Botania:doubleFlower2:3, Tall Mystical Blue Flower
Botania:doubleFlower2:4, Tall Mystical Brown Flower
Botania:doubleFlower2:5, Tall Mystical Green Flower
Botania:doubleFlower2:6, Tall Mystical Red Flower
Botania:doubleFlower2:7, Tall Mystical Black Flower
Botania:fakeAir, tile.fakeAir.name
Botania:blazeBlock, tile.blazeBlock.name
Botania:corporeaInterceptor, tile.corporeaInterceptor.name
Botania:corporeaCrystalCube, tile.corporeaCrystalCube.name
Botania:incensePlate, tile.incensePlate.name
Botania:hourglass, tile.hourglass.name
Botania:ghostRail, tile.ghostRail.name
Botania:sparkChanger, tile.sparkChanger.name
Botania:root, tile.root.name
Botania:felPumpkin, tile.felPumpkin.name
Botania:cocoon, tile.cocoon.name
Botania:lightRelay:0, Luminizer
Botania:lightRelay:1, Detector Luminizer
Botania:lightLauncher, tile.lightLauncher.name
Botania:manaBomb, tile.manaBomb.name
Botania:cacophoniumBlock, tile.cacophoniumBlock.name
Botania:bellows, tile.bellows.name
Botania:bifrostPerm, tile.bifrostPerm.name
Botania:cellBlock, tile.cellBlock.name
Botania:redStringInterceptor, tile.redStringInterceptor.name
Botania:gaiaHeadBlock, tile.gaiaHeadBlock.name
Botania:corporeaRetainer, tile.corporeaRetainer.name
Botania:teruTeruBozu, tile.teruTeruBozu.name
Botania:shimmerrock, tile.shimmerrock.name
Botania:shimmerwoodPlanks, tile.shimmerwoodPlanks.name
Botania:avatar, tile.avatar.name
Botania:altGrass:0, Dry Grass
Botania:altGrass:1, Golden Grass
Botania:altGrass:2, Vivid Grass
Botania:altGrass:3, Scorched Grass
Botania:altGrass:4, Infused Grass
Botania:altGrass:5, Mutated Grass
Botania:livingwood0Stairs, tile.livingwood0Stairs.name
Botania:livingwood0Wall, tile.livingwood0Wall.name
Botania:livingwood1Stairs, tile.livingwood1Stairs.name
Botania:livingrock0Stairs, tile.livingrock0Stairs.name
Botania:livingrock0Wall, tile.livingrock0Wall.name
Botania:livingrock1Stairs, tile.livingrock1Stairs.name
Botania:dreamwood0Stairs, tile.dreamwood0Stairs.name
Botania:dreamwood0Wall, tile.dreamwood0Wall.name
Botania:dreamwood1Stairs, tile.dreamwood1Stairs.name
Botania:prismarine0Stairs, tile.prismarine0Stairs.name
Botania:prismarine0Wall, tile.prismarine0Wall.name
Botania:prismarine1Stairs, tile.prismarine1Stairs.name
Botania:prismarine2Stairs, tile.prismarine2Stairs.name
Botania:reedBlock0Stairs, tile.reedBlock0Stairs.name
Botania:reedBlock0Wall, tile.reedBlock0Wall.name
Botania:thatch0Stairs, tile.thatch0Stairs.name
Botania:customBrick0Stairs, tile.customBrick0Stairs.name
Botania:customBrick1Stairs, tile.customBrick1Stairs.name
Botania:customBrick2Stairs, tile.customBrick2Stairs.name
Botania:customBrick3Stairs, tile.customBrick3Stairs.name
Botania:biomeStoneA:0, Metamorphic Forest Stone
Botania:biomeStoneA:1, Metamorphic Plains Stone
Botania:biomeStoneA:2, Metamorphic Mountain Stone
Botania:biomeStoneA:3, Metamorphic Fungal Stone
Botania:biomeStoneA:4, Metamorphic Swamp Stone
Botania:biomeStoneA:5, Metamorphic Desert Stone
Botania:biomeStoneA:6, Metamorphic Taiga Stone
Botania:biomeStoneA:7, Metamorphic Mesa Stone
Botania:biomeStoneA:8, Metamorphic Forest Cobblestone
Botania:biomeStoneA:9, Metamorphic Plains Cobblestone
Botania:biomeStoneA:10, Metamorphic Mountain Cobblestone
Botania:biomeStoneA:11, Metamorphic Fungal Cobblestone
Botania:biomeStoneA:12, Metamorphic Swamp Cobblestone
Botania:biomeStoneA:13, Metamorphic Desert Cobblestone
Botania:biomeStoneA:14, Metamorphic Taiga Cobblestone
Botania:biomeStoneA:15, Metamorphic Mesa Cobblestone
Botania:biomeStoneB:0, Metamorphic Forest Stone Bricks
Botania:biomeStoneB:1, Metamorphic Plains Stone Bricks
Botania:biomeStoneB:2, Metamorphic Mountain Stone Bricks
Botania:biomeStoneB:3, Metamorphic Fungal Stone Bricks
Botania:biomeStoneB:4, Metamorphic Swamp Stone Bricks
Botania:biomeStoneB:5, Metamorphic Desert Stone Bricks
Botania:biomeStoneB:6, Metamorphic Taiga Stone Bricks
Botania:biomeStoneB:7, Metamorphic Mesa Stone Bricks
Botania:biomeStoneB:8, Chiseled Metamorphic Forest Stone Brick
Botania:biomeStoneB:9, Chiseled Metamorphic Plains Stone Brick
Botania:biomeStoneB:10, Chiseled Metamorphic Mountain Stone Brick
Botania:biomeStoneB:11, Chiseled Metamorphic Fungal Stone Brick
Botania:biomeStoneB:12, Chiseled Metamorphic Swamp Stone Brick
Botania:biomeStoneB:13, Chiseled Metamorphic Desert Stone Brick
Botania:biomeStoneB:14, Chiseled Metamorphic Taiga Stone Brick
Botania:biomeStoneB:15, Chiseled Metamorphic Mesa Stone Brick
Botania:stone:0, Andesite
Botania:stone:1, Basalt
Botania:stone:2, Diorite
Botania:stone:3, Granite
Botania:stone:4, Polished Andesite
Botania:stone:5, Polished Basalt
Botania:stone:6, Polished Diorite
Botania:stone:7, Polished Granite
Botania:stone:8, Andesite Bricks
Botania:stone:9, Basalt Bricks
Botania:stone:10, Diorite Bricks
Botania:stone:11, Granite Bricks
Botania:stone:12, Chiseled Andesite Brick
Botania:stone:13, Chiseled Basalt Brick
Botania:stone:14, Chiseled Diorite Brick
Botania:stone:15, Chiseled Granite Brick
Botania:pavement:0, White Portuguese Pavement
Botania:pavement:1, Black Portuguese Pavement
Botania:pavement:2, Blue Portuguese Pavement
Botania:pavement:3, Red Portuguese Pavement
Botania:pavement:4, Yellow Portuguese Pavement
Botania:pavement:5, Green Portuguese Pavement
Botania:quartzTypeDark:0, Block of Smokey Quartz
Botania:quartzTypeDark:1, Chiseled Smokey Quartz Block
Botania:quartzTypeDark:2, Pillar Smokey Quartz Block
Botania:quartzStairsDark, tile.quartzStairsDark.name
Botania:quartzTypeMana:0, Block of Mana Quartz
Botania:quartzTypeMana:1, Chiseled Mana Quartz Block
Botania:quartzTypeMana:2, Pillar Mana Quartz Block
Botania:quartzStairsMana, tile.quartzStairsMana.name
Botania:quartzTypeBlaze:0, Block of Blaze Quartz
Botania:quartzTypeBlaze:1, Chiseled Blaze Quartz Block
Botania:quartzTypeBlaze:2, Pillar Blaze Quartz Block
Botania:quartzStairsBlaze, tile.quartzStairsBlaze.name
Botania:quartzTypeLavender:0, Block of Lavender Quartz
Botania:quartzTypeLavender:1, Chiseled Lavender Quartz Block
Botania:quartzTypeLavender:2, Pillar Lavender Quartz Block
Botania:quartzStairsLavender, tile.quartzStairsLavender.name
Botania:quartzTypeRed:0, Block of Redquartz
Botania:quartzTypeRed:1, Chiseled Redquartz Block
Botania:quartzTypeRed:2, Pillar Redquartz Block
Botania:quartzStairsRed, tile.quartzStairsRed.name
Botania:quartzTypeElf:0, Block of Elven Quartz
Botania:quartzTypeElf:1, Chiseled Elven Quartz Block
Botania:quartzTypeElf:2, Pillar Elven Quartz Block
